t uniform_x uniform_y uniform_z chordal_x chordal_y chordal_z
0.759 0.0305968 -0.0474845 0.998403 0.0250085 -0.038857 0.998932
0.76 0.0340077 -0.0527347 0.998029 0.027798 -0.0431674 0.998681
0.761 0.0374222 -0.0579766 0.997616 0.030591 -0.0474756 0.998404
0.762 0.0408405 -0.0632096 0.997164 0.0333877 -0.0517814 0.9981
0.763 0.0442631 -0.0684328 0.996673 0.0361886 -0.0560845 0.99777
0.764 0.0476903 -0.0736453 0.996144 0.038994 -0.0603848 0.997413
0.765 0.0511224 -0.0788465 0.995575 0.0418041 -0.0646818 0.99703
0.766 0.0545597 -0.0840354 0.994968 0.0446194 -0.0689755 0.99662
0.767 0.0580026 -0.0892112 0.994322 0.0474402 -0.0732656 0.996184
0.768 0.0614514 -0.0943732 0.993638 0.0502668 -0.0775519 0.99572
0.769 0.0649064 -0.0995206 0.992916 0.0530997 -0.081834 0.99523
0.77 0.068368 -0.104653 0.992156 0.0559391 -0.0861118 0.994714
0.771 0.0718365 -0.109768 0.991358 0.0587854 -0.090385 0.99417
0.772 0.0753121 -0.114867 0.990522 0.061639 -0.0946534 0.9936
0.773 0.0787953 -0.119948 0.989648 0.0645002 -0.0989167 0.993003
0.774 0.0822862 -0.12501 0.988737 0.0673693 -0.103175 0.992379
0.775 0.0857852 -0.130053 0.987789 0.0702468 -0.107427 0.991728
0.776 0.0892926 -0.135075 0.986804 0.0731329 -0.111673 0.99105
0.777 0.0928087 -0.140077 0.985781 0.0760281 -0.115914 0.990345
0.778 0.0963337 -0.145056 0.984722 0.0789327 -0.120148 0.989613
0.779 0.099868 -0.150014 0.983627 0.081847 -0.124375 0.988854
0.78 0.103412 -0.154948 0.982495 0.0847715 -0.128595 0.988067
0.781 0.106965 -0.159857 0.981328 0.0877064 -0.132808 0.987254
0.782 0.110529 -0.164742 0.980124 0.0906522 -0.137013 0.986412
0.783 0.114103 -0.169602 0.978885 0.0936092 -0.141211 0.985544
0.784 0.117687 -0.174434 0.977611 0.0965777 -0.1454 0.984648
0.785 0.121282 -0.17924 0.976301 0.0995582 -0.149581 0.983724
0.786 0.124888 -0.184018 0.974957 0.102551 -0.153753 0.982773
0.787 0.128506 -0.188767 0.973578 0.105557 -0.157916 0.981795
0.788 0.132134 -0.193487 0.972164 0.108575 -0.162069 0.980788
0.789 0.135775 -0.198177 0.970717 0.111607 -0.166213 0.979754
0.79 0.139427 -0.202835 0.969236 0.114653 -0.170346 0.978691
0.791 0.143092 -0.207462 0.967721 0.117713 -0.174469 0.977601
0.792 0.146768 -0.212057 0.966173 0.120787 -0.178581 0.976483
0.793 0.150457 -0.216619 0.964593 0.123877 -0.182682 0.975337
0.794 0.154159 -0.221147 0.962979 0.126982 -0.186772 0.974162
0.795 0.157873 -0.22564 0.961334 0.130102 -0.190849 0.972959
0.796 0.1616 -0.230098 0.959656 0.133239 -0.194914 0.971728
0.797 0.165341 -0.234521 0.957947 0.136392 -0.198967 0.970469
0.798 0.169094 -0.238906 0.956207 0.139562 -0.203006 0.969181
0.799 0.172861 -0.243254 0.954435 0.142749 -0.207032 0.967864
0.8 0.176641 -0.247565 0.952633 0.145953 -0.211043 0.966519
0.801 0.180435 -0.251836 0.950801 0.149176 -0.215041 0.965145
0.802 0.184243 -0.256068 0.948938 0.152417 -0.219023 0.963742
0.803 0.188064 -0.26026 0.947046 0.155677 -0.22299 0.96231
0.804 0.191899 -0.264412 0.945125 0.158956 -0.226941 0.960849
0.805 0.195748 -0.268522 0.943175 0.162255 -0.230876 0.959359
0.806 0.199611 -0.27259 0.941196 0.165574 -0.234794 0.95784
0.807 0.203489 -0.276615 0.939189 0.168912 -0.238695 0.956291
0.808 0.20738 -0.280597 0.937155 0.172272 -0.242578 0.954714
0.809 0.211285 -0.284535 0.935093 0.175653 -0.246443 0.953107
0.81 0.215205 -0.288428 0.933004 0.179055 -0.250288 0.95147
0.811 0.219139 -0.292276 0.930888 0.182479 -0.254115 0.949804
0.812 0.223086 -0.296078 0.928747 0.185925 -0.257921 0.948108
0.813 0.227049 -0.299834 0.926579 0.189394 -0.261707 0.946382
0.814 0.231025 -0.303543 0.924386 0.192886 -0.265471 0.944627
0.815 0.235015 -0.307204 0.922168 0.196402 -0.269214 0.942842
0.816 0.23902 -0.310816 0.919925 0.199941 -0.272934 0.941026
0.817 0.243039 -0.31438 0.917658 0.203504 -0.276631 0.939181
0.818 0.247072 -0.317895 0.915368 0.207092 -0.280304 0.937306
0.819 0.251118 -0.32136 0.913054 0.210705 -0.283953 0.9354
0.82 0.255179 -0.324774 0.910717 0.214343 -0.287577 0.933465
0.821 0.259254 -0.328136 0.908358 0.218007 -0.291175 0.931499
0.822 0.263342 -0.331448 0.905976 0.221696 -0.294746 0.929503
0.823 0.267444 -0.334707 0.903573 0.225412 -0.29829 0.927476
0.824 0.27156 -0.337913 0.901149 0.229154 -0.301806 0.92542
0.825 0.275689 -0.341067 0.898704 0.232924 -0.305293 0.923332
0.826 0.279831 -0.344166 0.896239 0.236721 -0.30875 0.921215
0.827 0.283987 -0.347211 0.893754 0.240545 -0.312176 0.919067
0.828 0.288155 -0.350202 0.891249 0.244398 -0.315571 0.916889
0.829 0.292337 -0.353137 0.888726 0.248278 -0.318934 0.91468
0.83 0.296531 -0.356017 0.886184 0.252187 -0.322264 0.91244
0.831 0.300737 -0.35884 0.883624 0.256125 -0.32556 0.910171
0.832 0.304956 -0.361607 0.881046 0.260092 -0.328821 0.907871
0.833 0.309187 -0.364317 0.878451 0.264088 -0.332045 0.90554
0.834 0.31343 -0.366969 0.87584 0.268114 -0.335233 0.90318
0.835 0.317685 -0.369563 0.873212 0.272169 -0.338383 0.900789
0.836 0.321951 -0.372099 0.870569 0.276255 -0.341494 0.898368
0.837 0.326229 -0.374576 0.86791 0.280371 -0.344565 0.895917
0.838 0.330517 -0.376994 0.865236 0.284517 -0.347595 0.893436
0.839 0.334816 -0.379352 0.862549 0.288693 -0.350583 0.890925
0.84 0.339126 -0.38165 0.859847 0.2929 -0.353528 0.888385
0.841 0.343446 -0.383888 0.857132 0.297138 -0.356428 0.885815
0.842 0.347776 -0.386065 0.854404 0.301406 -0.359283 0.883216
0.843 0.352115 -0.388182 0.851663 0.305706 -0.362092 0.880587
0.844 0.356464 -0.390236 0.848911 0.310036 -0.364852 0.87793
0.845 0.360822 -0.392229 0.846147 0.314397 -0.367564 0.875244
0.846 0.365188 -0.39416 0.843372 0.318789 -0.370225 0.872529
0.847 0.369563 -0.396028 0.840586 0.323211 -0.372835 0.869786
0.848 0.373946 -0.397833 0.83779 0.327665 -0.375393 0.867016
0.849 0.378337 -0.399576 0.834985 0.332148 -0.377896 0.864217
0.85 0.382735 -0.401255 0.832171 0.336663 -0.380345 0.861392
0.851 0.38714 -0.402871 0.829348 0.341207 -0.382737 0.85854
0.852 0.391551 -0.404422 0.826517 0.345782 -0.385071 0.855661
0.853 0.395969 -0.40591 0.823678 0.350386 -0.387346 0.852756
0.854 0.400393 -0.407333 0.820832 0.355019 -0.389561 0.849826
0.855 0.404822 -0.408692 0.817979 0.359682 -0.391714 0.84687
0.856 0.409256 -0.409986 0.81512 0.364373 -0.393804 0.84389
0.857 0.413695 -0.411214 0.812255 0.369092 -0.39583 0.840886
0.858 0.418138 -0.412378 0.809385 0.373839 -0.39779 0.837859
0.859 0.422585 -0.413476 0.806511 0.378613 -0.399683 0.834809
0.86 0.427036 -0.414508 0.803631 0.383413 -0.401508 0.831736
0.861 0.431489 -0.415475 0.800748 0.38824 -0.403264 0.828642
0.862 0.435945 -0.416375 0.797862 0.393092 -0.404949 0.825527
0.863 0.440402 -0.41721 0.794973 0.397968 -0.406561 0.822393
0.864 0.444862 -0.417978 0.792081 0.402867 -0.4081 0.819239
0.865 0.449322 -0.41868 0.789187 0.40779 -0.409565 0.816066
0.866 0.453783 -0.419316 0.786292 0.412734 -0.410954 0.812876
0.867 0.458245 -0.419884 0.783396 0.4177 -0.412266 0.809669
0.868 0.462706 -0.420386 0.780499 0.422686 -0.4135 0.806446
0.869 0.467166 -0.420822 0.777602 0.42769 -0.414654 0.803208
0.87 0.471625 -0.42119 0.774706 0.432712 -0.415729 0.799956
0.871 0.476082 -0.421492 0.77181 0.437751 -0.416722 0.796691
0.872 0.480537 -0.421726 0.768915 0.442806 -0.417632 0.793414
0.873 0.484989 -0.421894 0.766023 0.447875 -0.41846 0.790126
0.874 0.489438 -0.421995 0.763132 0.452957 -0.419203 0.786828
0.875 0.493883 -0.422028 0.760245 0.458051 -0.419861 0.783522
0.876 0.498324 -0.421995 0.75736 0.463155 -0.420433 0.780207
0.877 0.502759 -0.421894 0.754479 0.468268 -0.420919 0.776886
0.878 0.50719 -0.421726 0.751602 0.473389 -0.421318 0.77356
0.879 0.511614 -0.421492 0.748729 0.478516 -0.421628 0.770229
0.88 0.516032 -0.42119 0.745862 0.483647 -0.42185 0.766895
0.881 0.520443 -0.420822 0.743 0.488781 -0.421984 0.763559
0.882 0.524846 -0.420386 0.740143 0.493917 -0.422028 0.760222
0.883 0.529241 -0.419884 0.737293 0.499053 -0.421983 0.756886
0.884 0.533628 -0.419316 0.73445 0.504188 -0.421847 0.753551
0.885 0.538005 -0.41868 0.731613 0.509319 -0.421622 0.750219
0.886 0.542372 -0.417978 0.728784 0.514446 -0.421306 0.746891
0.887 0.546729 -0.41721 0.725964 0.519566 -0.4209 0.743569
0.888 0.551075 -0.416375 0.723151 0.524678 -0.420404 0.740252
0.889 0.55541 -0.415475 0.720348 0.529781 -0.419818 0.736943
0.89 0.559732 -0.414508 0.717553 0.534872 -0.419142 0.733643
0.891 0.564042 -0.413476 0.714769 0.539951 -0.418376 0.730353
0.892 0.568339 -0.412378 0.711994 0.545015 -0.41752 0.727073
0.893 0.572622 -0.411214 0.70923 0.550064 -0.416576 0.723805
0.894 0.57689 -0.409986 0.706477 0.555095 -0.415542 0.720551
0.895 0.581143 -0.408692 0.703735 0.560107 -0.414421 0.717311
0.896 0.585381 -0.407333 0.701005 0.565099 -0.413212 0.714086
0.897 0.589603 -0.40591 0.698287 0.570069 -0.411916 0.710877
0.898 0.593808 -0.404422 0.695582 0.575016 -0.410534 0.707686
0.899 0.597996 -0.402871 0.692889 0.579938 -0.409066 0.704512
0.9 0.602166 -0.401255 0.69021 0.584833 -0.407513 0.701358
0.901 0.606318 -0.399576 0.687545 0.589702 -0.405876 0.698224
0.902 0.610451 -0.397833 0.684893 0.594541 -0.404156 0.69511
0.903 0.614564 -0.396028 0.682256 0.599351 -0.402354 0.692019
0.904 0.618656 -0.39416 0.679634 0.604129 -0.40047 0.68895
0.905 0.622728 -0.392229 0.677027 0.608875 -0.398506 0.685904
0.906 0.626779 -0.390236 0.674436 0.613587 -0.396463 0.682882
0.907 0.630808 -0.388182 0.671861 0.618265 -0.394342 0.679885
0.908 0.634814 -0.386065 0.669302 0.622906 -0.392143 0.676913
0.909 0.638797 -0.383888 0.666759 0.627511 -0.389868 0.673968
0.91 0.642757 -0.38165 0.664234 0.632078 -0.387518 0.671049
0.911 0.646692 -0.379352 0.661726 0.636606 -0.385095 0.668157
0.912 0.650603 -0.376994 0.659236 0.641095 -0.382599 0.665294
0.913 0.654488 -0.374576 0.656764 0.645543 -0.380031 0.662458
0.914 0.658347 -0.372099 0.65431 0.64995 -0.377393 0.659651
0.915 0.66218 -0.369563 0.651875 0.654314 -0.374686 0.656874
0.916 0.665985 -0.366969 0.649459 0.658636 -0.371911 0.654126
0.917 0.669764 -0.364317 0.647063 0.662914 -0.369069 0.651409
0.918 0.673513 -0.361607 0.644686 0.667147 -0.366161 0.648722
0.919 0.677234 -0.35884 0.64233 0.671336 -0.36319 0.646066
0.92 0.680926 -0.356017 0.639993 0.67548 -0.360155 0.643441
0.921 0.684588 -0.353137 0.637678 0.679577 -0.357058 0.640847
0.922 0.68822 -0.350202 0.635384 0.683627 -0.353901 0.638285
0.923 0.69182 -0.347211 0.63311 0.687631 -0.350684 0.635756
0.924 0.69539 -0.344166 0.630859 0.691586 -0.347408 0.633258
0.925 0.698927 -0.341067 0.62863 0.695494 -0.344076 0.630793
0.926 0.702431 -0.337913 0.626422 0.699353 -0.340687 0.628361
0.927 0.705903 -0.334707 0.624238 0.703164 -0.337244 0.625961
0.928 0.709341 -0.331448 0.622076 0.706925 -0.333747 0.623595
0.929 0.712744 -0.328136 0.619937 0.710636 -0.330197 0.621261
0.93 0.716114 -0.324774 0.617822 0.714298 -0.326596 0.618961
0.931 0.719448 -0.32136 0.61573 0.71791 -0.322945 0.616694
0.932 0.722746 -0.317895 0.613662 0.721471 -0.319245 0.614461
0.933 0.726008 -0.31438 0.611619 0.724982 -0.315496 0.612261
0.934 0.729234 -0.310816 0.609599 0.728441 -0.311701 0.610095
0.935 0.732422 -0.307204 0.607605 0.73185 -0.307859 0.607963
0.936 0.735573 -0.303543 0.605636 0.735207 -0.303973 0.605864
0.937 0.738685 -0.299834 0.603692 0.738512 -0.300042 0.6038
0.938 0.741759 -0.296078 0.601773 0.741767 -0.296069 0.601768
0.939 0.744794 -0.292276 0.59988 0.744969 -0.292055 0.599771
0.94 0.74779 -0.288428 0.598013 0.748119 -0.287999 0.597808
0.941 0.750745 -0.284535 0.596172 0.751218 -0.283903 0.595878
0.942 0.75366 -0.280597 0.594358 0.754264 -0.279769 0.593983
0.943 0.756534 -0.276615 0.592571 0.757258 -0.275596 0.592121
0.944 0.759367 -0.27259 0.59081 0.7602 -0.271387 0.590293
0.945 0.762158 -0.268522 0.589077 0.763089 -0.267141 0.588499
0.946 0.764907 -0.264412 0.58737 0.765926 -0.262861 0.586738
0.947 0.767613 -0.26026 0.585692 0.768711 -0.258546 0.585011
0.948 0.770276 -0.256068 0.584041 0.771443 -0.254197 0.583318
0.949 0.772896 -0.251836 0.582418 0.774122 -0.249816 0.581659
0.95 0.775471 -0.247565 0.580823 0.776749 -0.245403 0.580033
0.951 0.778003 -0.243254 0.579257 0.779323 -0.24096 0.57844
0.952 0.78049 -0.238906 0.577719 0.781845 -0.236486 0.576882
0.953 0.782931 -0.234521 0.57621 0.784314 -0.231983 0.575356
0.954 0.785328 -0.230098 0.57473 0.786731 -0.227452 0.573864
0.955 0.787678 -0.22564 0.573279 0.789095 -0.222893 0.572405
0.956 0.789983 -0.221147 0.571858 0.791406 -0.218307 0.57098
0.957 0.792241 -0.216619 0.570466 0.793665 -0.213695 0.569588
0.958 0.794452 -0.212057 0.569103 0.795871 -0.209058 0.568229
0.959 0.796615 -0.207462 0.56777 0.798025 -0.204396 0.566903
0.96 0.798732 -0.202835 0.566468 0.800126 -0.19971 0.56561
0.961 0.8008 -0.198177 0.565195 0.802175 -0.195001 0.56435
0.962 0.80282 -0.193487 0.563953 0.804171 -0.19027 0.563123
0.963 0.804792 -0.188767 0.562741 0.806114 -0.185516 0.561928
0.964 0.806714 -0.184018 0.56156 0.808006 -0.180742 0.560767
0.965 0.808588 -0.17924 0.560409 0.809845 -0.175947 0.559638
0.966 0.810412 -0.174434 0.559289 0.811631 -0.171133 0.558541
0.967 0.812187 -0.169602 0.5582 0.813365 -0.166299 0.557478
0.968 0.813911 -0.164742 0.557143 0.815047 -0.161447 0.556447
0.969 0.815586 -0.159857 0.556117 0.816677 -0.156577 0.555448
0.97 0.817209 -0.154948 0.555122 0.818254 -0.15169 0.554482
0.971 0.818782 -0.150014 0.554158 0.819779 -0.146787 0.553548
0.972 0.820304 -0.145056 0.553226 0.821253 -0.141867 0.552646
0.973 0.821775 -0.140077 0.552326 0.822674 -0.136933 0.551776
0.974 0.823194 -0.135075 0.551458 0.824043 -0.131983 0.550938
0.975 0.824562 -0.130053 0.550621 0.825361 -0.12702 0.550133
0.976 0.825879 -0.12501 0.549816 0.826626 -0.122043 0.549359
0.977 0.827143 -0.119948 0.549043 0.82784 -0.117053 0.548617
0.978 0.828355 -0.114867 0.548303 0.829002 -0.11205 0.547908
0.979 0.829514 -0.109768 0.547595 0.830111 -0.107036 0.54723
0.98 0.830619 -0.104653 0.54692 0.831168 -0.102011 0.546585
0.981 0.831671 -0.0995206 0.546277 0.832172 -0.0969754 0.545972
0.982 0.832669 -0.0943732 0.545668 0.833124 -0.0919296 0.545391
0.983 0.833614 -0.0892112 0.545092 0.834023 -0.0868742 0.544842
0.984 0.834505 -0.0840354 0.544548 0.834872 -0.0818099 0.544324
0.985 0.835345 -0.0788465 0.544036 0.83567 -0.0767372 0.543837
0.986 0.836132 -0.0736453 0.543556 0.836419 -0.0716566 0.543381
0.987 0.836869 -0.0684328 0.543107 0.837119 -0.0665686 0.542954
0.988 0.837555 -0.0632096 0.542688 0.837771 -0.0614739 0.542556
0.989 0.838189 -0.0579766 0.542302 0.838373 -0.056373 0.54219
0.99 0.838769 -0.0527347 0.541948 0.838921 -0.0512663 0.541856
0.991 0.839292 -0.0474845 0.54163 0.839414 -0.0461544 0.541555
0.992 0.839753 -0.042227 0.541349 0.839849 -0.0410379 0.54129
0.993 0.840151 -0.036963 0.541106 0.840222 -0.0359172 0.541063
0.994 0.840483 -0.0316932 0.540904 0.840532 -0.0307929 0.540874
0.995 0.840749 -0.0264185 0.540742 0.840782 -0.0256655 0.540722
0.996 0.840959 -0.0211397 0.540614 0.840981 -0.0205355 0.540601
0.997 0.841126 -0.0158577 0.540512 0.841139 -0.0154034 0.540505
0.998 0.841259 -0.0105731 0.540431 0.841266 -0.0102698 0.540427
0.999 0.841371 -0.00528698 0.540363 0.841374 -0.00513516 0.540362
1 0.841471 -1.13687e-13 0.540302 0.841471 -8.52651e-14 0.540302
